path,label,shot,ntor,mode_filename,omega,rules_decision,rules_reason,rf_cnn_decision,rf_decision,cnn_decision,p_rf_good,p_cnn_good,rf_cnn_tier,overall_rule_severity,nearest_gate,rules_selected_final,rf_cnn_selected_final,original_rule_decision,decision_source,input_fingerprint,mode_key
nstxuE203963A01t025/N9/egn09w.6004E+01,bad,nstxuE203963A01t025,9,egn09w.6004E+01,2.4504020778922815,BAD,BAD_CONT_CROSS_WINDOW,BAD,BAD,GOOD,0.20333333333333334,1.0,flagged_borderline_or_disagreement,17.375037517932483,BAD_CONT_CROSS_WINDOW,,,BAD,rule_engine,4eda56fd3bdecda3057a21c4240dcb1413d286c7b3d311cd6c61ffcfe5e7d544,nstxuE203963A01t025/N9/egn09w.6004E+01
nstxuE203963A01t025/N9/egn09w.6893E+01,bad,nstxuE203963A01t025,9,egn09w.6893E+01,2.6253607404068746,BAD,BAD_CONT_CROSS_WINDOW,BAD,BAD,GOOD,0.18666666666666668,1.0,flagged_borderline_or_disagreement,15.732571677926456,BAD_CONT_CROSS_WINDOW,,,BAD,rule_engine,72a35760bdfb6b619da0de652e8047500807aa064148f9f1ffe0d3dc8cd087f8,nstxuE203963A01t025/N9/egn09w.6893E+01
nstxuE203963A01t025/N9/egn09w.1465E+02,bad,nstxuE203963A01t025,9,egn09w.1465E+02,3.82791252095605,BAD,BAD_CONT_CROSS_WINDOW,BAD,BAD,GOOD,0.0033333333333333335,0.9998202919960022,flagged_borderline_or_disagreement,5.9034290285237905,BAD_CONT_CROSS_WINDOW,,,BAD,rule_engine,d78ffa8beff5d7d1aeb400c49b8bb5265466fa7ecbdfbd3932436ea375a922fe,nstxuE203963A01t025/N9/egn09w.1465E+02
nstxuE203963A01t025/N10/egn10w.5377E+01,bad,nstxuE203963A01t025,10,egn10w.5377E+01,2.3187756573094602,BAD,BAD_CONT_CROSS_WINDOW,BAD,BAD,GOOD,0.24,1.0,flagged_borderline_or_disagreement,8.047022995779699,BAD_CONT_CROSS_WINDOW,,,BAD,rule_engine,8976c78ebc44a32e1b04de64718f85435b7e02cdaa5def6304c4932c67bfb149,nstxuE203963A01t025/N10/egn10w.5377E+01
nstxuE203963A01t025/N10/egn10w.5529E+01,bad,nstxuE203963A01t025,10,egn10w.5529E+01,2.3513853152779114,BAD,BAD_CONT_CROSS_WINDOW,BAD,BAD,GOOD,0.10666666666666667,1.0,flagged_borderline_or_disagreement,14.643858871680692,BAD_CONT_CROSS_WINDOW,,,BAD,rule_engine,4f072dd092c5d6c492b69a2b9172b505de3124e4cf851a608b2f9645ccdd0470,nstxuE203963A01t025/N10/egn10w.5529E+01
nstxuE203963A01t025/N10/egn10w.6151E+01,bad,nstxuE203963A01t025,10,egn10w.6151E+01,2.4801299693533942,BAD,BAD_CONT_CROSS_WINDOW,BAD,BAD,GOOD,0.12,1.0,flagged_borderline_or_disagreement,9.823430850553207,BAD_CONT_CROSS_WINDOW,,,BAD,rule_engine,87310caf7cfb2a296ff341cb40b04bad37b530421064f4613115bf770f5d5120,nstxuE203963A01t025/N10/egn10w.6151E+01
nstxuE203963A01t025/N10/egn10w.1457E+02,bad,nstxuE203963A01t025,10,egn10w.1457E+02,3.816893095563527,BAD,BAD_CONT_CROSS_WINDOW,BAD,BAD,GOOD,0.0033333333333333335,0.9997333884239197,flagged_borderline_or_disagreement,1.7751374096933716,BAD_CONT_CROSS_WINDOW,,,BAD,rule_engine,a1eee07d6c8a186dd42873c9fc8a1050fc57be5ec6569801fff426f3b58e0bae,nstxuE203963A01t025/N10/egn10w.1457E+02
nstxuE203981A01t025/N5/egn05w.1827E+02,bad,nstxuE203981A01t025,5,egn05w.1827E+02,4.274738733744592,BAD,BAD_CONTINUUM_CROSSING_TAIL,BAD,BAD,GOOD,0.20333333333333334,0.9956865906715393,flagged_borderline_or_disagreement,2.692458879213703,BAD_CONTINUUM_CROSSING_TAIL,,,BAD,rule_engine,5348ef89457d14476c7c838f57e1d7ef4b1001c14568a55936acbd1a3bf63a06,nstxuE203981A01t025/N5/egn05w.1827E+02
nstxuE203981A01t025/N6/egn06w.1540E+02,good,nstxuE203981A01t025,6,egn06w.1540E+02,3.923829521879909,GOOD,NO_GOOD_TEMPLATE,GOOD,GOOD,BAD,0.96,4.3910014937864617e-05,flagged_rf_only_good,0.8331318208180634,BAD_DISTRIBUTED_HARMONIC_NOISE,True,True,REVIEW,rule_survivor_policy,f7b9662518610c4b24d8b8a131cd4a21a750c8cabf578772f5ebb8a9ddf0128d,nstxuE203981A01t025/N6/egn06w.1540E+02
nstxuE203981A01t025/N6/egn06w.1874E+02,bad,nstxuE203981A01t025,6,egn06w.1874E+02,4.328964209443727,BAD,BAD_CONTINUUM_CROSSING_TAIL,BAD,BAD,GOOD,0.20333333333333334,0.7876688838005066,flagged_borderline_or_disagreement,2.1225896574483736,BAD_CONTINUUM_CROSSING_TAIL,,,BAD,rule_engine,74a24fc79acd021b7c8cc089851cd68ace5aba0c807e670688546795f1d558c5,nstxuE203981A01t025/N6/egn06w.1874E+02
nstxuE203981A01t025/N7/egn07w.6969E+01,bad,nstxuE203981A01t025,7,egn07w.6969E+01,2.639939766277322,BAD,BAD_NEAR_AXIS_GRID_OSCILLATION,GOOD,GOOD,GOOD,0.9733333333333334,0.9991126656532288,gold_good,1.0204941869741755,BAD_NEAR_AXIS_GRID_OSCILLATION,,True,BAD,rule_engine,f6fe76259186fb2383ec5b75d8fb82b42e197c05bde6f3bcb71bdb0bf7812657,nstxuE203981A01t025/N7/egn07w.6969E+01
nstxuE203981A01t025/N7/egn07w.1264E+02,bad,nstxuE203981A01t025,7,egn07w.1264E+02,3.5550645946598416,BAD,BAD_AXIS_SPIKE,GOOD,GOOD,GOOD,0.5766666666666667,1.0,silver_good,1.1425972435896758,BAD_AXIS_SPIKE,,True,BAD,rule_engine,4c0be278913dd195f0e6d234dafa52c94bfbbcbfdbb8dcff765342b461fa3924,nstxuE203981A01t025/N7/egn07w.1264E+02
nstxuE203981A01t025/N8/egn08w.1603E+02,good,nstxuE203981A01t025,8,egn08w.1603E+02,4.003385055134099,GOOD,NO_GOOD_TEMPLATE,GOOD,GOOD,BAD,0.91,0.017097797244787216,flagged_rf_only_good,0.6129573862199819,BAD_AXIS_SPIKE,True,True,REVIEW,rule_survivor_policy,645b7e513c4b381e190f42d840ebe03f56120ec596448eb9f2e33e51b25eb4a9,nstxuE203981A01t025/N8/egn08w.1603E+02
nstxuE203981A01t025/N9/egn09w.6118E+01,good,nstxuE203981A01t025,9,egn09w.6118E+01,2.4735569561289297,GOOD,NO_GOOD_TEMPLATE,GOOD,GOOD,BAD,0.5466666666666666,0.0,flagged_rf_only_good,0.940176943582331,BAD_GRID_SCALE_SPIKE,True,True,REVIEW,rule_survivor_policy,3292c25d02266bf1be30a90426eccd4d7a43d67cd3dabb9ce8330e0b21471a19,nstxuE203981A01t025/N9/egn09w.6118E+01
nstxuE203981A01t025/N9/egn09w.6369E+01,good,nstxuE203981A01t025,9,egn09w.6369E+01,2.5237586615326717,GOOD,NO_GOOD_TEMPLATE,GOOD,GOOD,BAD,0.73,5.189946818973112e-07,flagged_rf_only_good,0.9951265477743695,BAD_NEAR_AXIS_GRID_OSCILLATION,True,True,REVIEW,rule_survivor_policy,93704bf1c2cd14dd26c1b9087fc5bacd937c98d14546a4ebe5fdf5a78e3fd5aa,nstxuE203981A01t025/N9/egn09w.6369E+01
nstxuE203981A01t025/N9/egn09w.2070E+02,bad,nstxuE203981A01t025,9,egn09w.2070E+02,4.549357535794132,BAD,BAD_CONTINUUM_CROSSING_TAIL,GOOD,GOOD,GOOD,0.8166666666666667,0.9999963045120239,gold_good,1.0240744252540939,BAD_CONTINUUM_CROSSING_TAIL,,True,BAD,rule_engine,e6be299a96e5293f6d33134bcbf96d4508f136b149b6c9d6d72fe3bae1906844,nstxuE203981A01t025/N9/egn09w.2070E+02
nstxuE203981A01t025/N9/egn09w.2267E+02,bad,nstxuE203981A01t025,9,egn09w.2267E+02,4.761742648546523,BAD,BAD_CONT_CROSS_WINDOW,BAD,BAD,GOOD,0.27,0.8144416213035583,flagged_borderline_or_disagreement,2.0084274254300585,BAD_CONTINUUM_CROSSING_TAIL,,,BAD,rule_engine,8ce407d988c3816a846e235968b629d1c8a3f44ce3fd29921caf3b56ee4ed999,nstxuE203981A01t025/N9/egn09w.2267E+02
nstxuE203981A01t025/N10/egn10w.7385E+01,good,nstxuE203981A01t025,10,egn10w.7385E+01,2.7174580074407677,GOOD,NO_GOOD_TEMPLATE,GOOD,GOOD,BAD,0.9633333333333334,0.0019895657896995544,flagged_rf_only_good,0.7521969686613792,BAD_NEAR_AXIS_GRID_OSCILLATION,True,True,REVIEW,rule_survivor_policy,005916e50d5fe11182abe230af3e3b030f8397448cef3582d17620ce3a099d7d,nstxuE203981A01t025/N10/egn10w.7385E+01
nstxuE203981A01t025/N10/egn10w.2044E+02,bad,nstxuE203981A01t025,10,egn10w.2044E+02,4.521354326132185,BAD,BAD_CONTINUUM_CROSSING_TAIL,BAD,BAD,GOOD,0.44666666666666666,0.8956546187400818,flagged_borderline_or_disagreement,3.204022424409445,BAD_CONTINUUM_CROSSING_TAIL,,,BAD,rule_engine,041197c41252c0c26aede217f069136a3b6d841d27f2b659ab6eef61495353a8,nstxuE203981A01t025/N10/egn10w.2044E+02
nstxuE203981A01t025/N10/egn10w.2212E+02,bad,nstxuE203981A01t025,10,egn10w.2212E+02,4.703585886230286,BAD,BAD_CONTINUUM_CROSSING_TAIL,GOOD,GOOD,GOOD,0.76,0.9999998807907104,gold_good,1.2958945201866527,BAD_CONTINUUM_CROSSING_TAIL,,True,BAD,rule_engine,9235d01b1620d652822c28f967654725ba157ecc07abfe2d802bfc8f1bae1729,nstxuE203981A01t025/N10/egn10w.2212E+02
nstxuE204186A01t020/N2/egn02w.7370E+01,good,nstxuE204186A01t020,2,egn02w.7370E+01,2.7147519567499403,GOOD,NO_GOOD_TEMPLATE,BAD,BAD,BAD,0.3933333333333333,6.4856891413001e-08,silver_bad,0.772165441237754,BAD_AXIS_SPIKE,True,,REVIEW,rule_survivor_policy,f5501735f3962acb0d84f211d9766463c5b5b5f8230143a8ec1678484c76b292,nstxuE204186A01t020/N2/egn02w.7370E+01
nstxuE204186A01t020/N2/egn02w.7426E+01,good,nstxuE204186A01t020,2,egn02w.7426E+01,2.725003678021419,GOOD,NO_GOOD_TEMPLATE,BAD,BAD,BAD,0.36,2.61283643375812e-14,silver_bad,0.9755122407057867,BAD_AXIS_SPIKE,True,,REVIEW,rule_survivor_policy,df03626e492332b00b163d33700d79100e2f08896da42e8d3b86455c66ea06e5,nstxuE204186A01t020/N2/egn02w.7426E+01
nstxuE204186A01t020/N2/egn02w.7489E+01,good,nstxuE204186A01t020,2,egn02w.7489E+01,2.736649430014018,GOOD,NO_GOOD_TEMPLATE,BAD,BAD,BAD,0.3933333333333333,8.865774311925202e-21,silver_bad,0.6412127140476304,BAD_AXIS_SPIKE,True,,REVIEW,rule_survivor_policy,d7fdc6ad864b4e1aacca7a2c6a6b3d177b5f85f22dbb1c391664324906c7c8ca,nstxuE204186A01t020/N2/egn02w.7489E+01
nstxuE204186A01t020/N2/egn02w.7566E+01,good,nstxuE204186A01t020,2,egn02w.7566E+01,2.7505685902920716,GOOD,NO_GOOD_TEMPLATE,GOOD,GOOD,BAD,0.5666666666666667,4.2115031531865414e-24,flagged_rf_only_good,0.6165583429373515,BAD_GRID_SCALE_SPIKE,True,True,REVIEW,rule_survivor_policy,1815b65115b066000051761f80dc65ab9f6de8c36ea2da1e151549b7ddc8ca3f,nstxuE204186A01t020/N2/egn02w.7566E+01
nstxuE204186A01t020/N2/egn02w.7676E+01,good,nstxuE204186A01t020,2,egn02w.7676E+01,2.77048617524144,GOOD,NO_GOOD_TEMPLATE,GOOD,GOOD,BAD,0.5566666666666666,7.132298662781977e-08,flagged_rf_only_good,0.6582648146913509,BAD_GRID_SCALE_SPIKE,True,True,REVIEW,rule_survivor_policy,3be8c5db49206acff66d76239d597235d07acb573789ead8ec2ae54ee03bc65b,nstxuE204186A01t020/N2/egn02w.7676E+01
nstxuE204186A01t020/N2/egn02w.1027E+02,bad,nstxuE204186A01t020,2,egn02w.1027E+02,3.205215139625247,BAD,BAD_AXIS_SPIKE,BAD,BAD,GOOD,0.043333333333333335,0.9999996423721313,flagged_borderline_or_disagreement,5.807229746192629,BAD_CONT_CROSS_WINDOW,,,BAD,rule_engine,466ee9917aeff63fbe6fd1f73b90b86afeaa3e29105b03fe3b5ea918b217d2a3,nstxuE204186A01t020/N2/egn02w.1027E+02
nstxuE204186A01t020/N3/egn03w.1025E+02,bad,nstxuE204186A01t020,3,egn03w.1025E+02,3.2009026308430806,BAD,BAD_CONT_CROSS_WINDOW,BAD,BAD,GOOD,0.04666666666666667,1.0,flagged_borderline_or_disagreement,2.0513260457966105,BAD_CONT_CROSS_WINDOW,,,BAD,rule_engine,5464975103ab062b9804c0f2f9463c9690108f882c0c157c34c026b1e72db7ae,nstxuE204186A01t020/N3/egn03w.1025E+02
nstxuE204186A01t020/N3/egn03w.1098E+02,bad,nstxuE204186A01t020,3,egn03w.1098E+02,3.313937669024212,BAD,BAD_CONT_CROSS_WINDOW,BAD,BAD,GOOD,0.11666666666666667,1.0,flagged_borderline_or_disagreement,14.150686814024207,BAD_CONT_CROSS_WINDOW,,,BAD,rule_engine,23ca404de5ae685bd797399b58aa54fbe174358a923374a3760c91bc89463139,nstxuE204186A01t020/N3/egn03w.1098E+02
nstxuE204186A01t020/N4/egn04w.8505E+01,bad,nstxuE204186A01t020,4,egn04w.8505E+01,2.9162590273564786,BAD,BAD_CONT_CROSS_WINDOW,BAD,BAD,GOOD,0.15,0.9930720925331116,flagged_borderline_or_disagreement,11.716679419754913,BAD_CONT_CROSS_WINDOW,,,BAD,rule_engine,1d4a92b1d90be372a025755330e38ed53605130a57e1fb91e5323e37c6476786,nstxuE204186A01t020/N4/egn04w.8505E+01
nstxuE204186A01t020/N4/egn04w.1020E+02,bad,nstxuE204186A01t020,4,egn04w.1020E+02,3.193560012759849,BAD,BAD_CONT_CROSS_WINDOW,BAD,BAD,GOOD,0.006666666666666667,0.9934077262878418,flagged_borderline_or_disagreement,4.561062498384424,BAD_CONT_CROSS_WINDOW,,,BAD,rule_engine,a50394a2f6e80dd0aa5114bfc73d8437989d8c08d1206d99607890ca7b3f46fb,nstxuE204186A01t020/N4/egn04w.1020E+02
nstxuE204186A01t020/N4/egn04w.1044E+02,bad,nstxuE204186A01t020,4,egn04w.1044E+02,3.2313630140319956,BAD,BAD_CONT_CROSS_WINDOW,BAD,BAD,GOOD,0.056666666666666664,0.9999996423721313,flagged_borderline_or_disagreement,4.654912937930423,BAD_CONT_CROSS_WINDOW,,,BAD,rule_engine,c3f4093f4d45fdedee94e2b91c9831ab73299fc7cad56b18c4b6b3e494d84106,nstxuE204186A01t020/N4/egn04w.1044E+02
nstxuE204186A01t020/N4/egn04w.1199E+02,bad,nstxuE204186A01t020,4,egn04w.1199E+02,3.463373396519223,BAD,BAD_CONT_CROSS_WINDOW,BAD,BAD,GOOD,0.11,1.0,flagged_borderline_or_disagreement,4.770797980722111,BAD_CONT_CROSS_WINDOW,,,BAD,rule_engine,fa0fac82b4d7d89217d0dd1008884f2697a3cf75ec4ccf3de2a691ed9a5caffe,nstxuE204186A01t020/N4/egn04w.1199E+02
nstxuE204186A01t020/N4/egn04w.1317E+02,bad,nstxuE204186A01t020,4,egn04w.1317E+02,3.62869947908882,BAD,BAD_NEAR_AXIS_GRID_OSCILLATION,GOOD,GOOD,GOOD,0.8166666666666667,0.9432275891304016,gold_good,1.0374944789043223,BAD_NEAR_AXIS_GRID_OSCILLATION,,True,BAD,rule_engine,f1a698d4adeef18185f77cd8e037d5026bb5fdf56879e4814fca83fdfce27848,nstxuE204186A01t020/N4/egn04w.1317E+02
nstxuE204186A01t020/N4/egn04w.1447E+02,bad,nstxuE204186A01t020,4,egn04w.1447E+02,3.8043964515015207,BAD,BAD_CONTINUUM_CROSSING_TAIL,BAD,BAD,GOOD,0.30666666666666664,1.0,flagged_borderline_or_disagreement,1.4987482501781146,BAD_CONTINUUM_CROSSING_TAIL,,,BAD,rule_engine,a04ee01d1280770c7023807d44ebddd8d09eff2bb503fc7cfdfe7c5a6c2d9133,nstxuE204186A01t020/N4/egn04w.1447E+02
nstxuE204186A01t020/N5/egn05w.8904E+01,bad,nstxuE204186A01t020,5,egn05w.8904E+01,2.983910820887007,BAD,BAD_CONT_CROSS_WINDOW,BAD,BAD,GOOD,0.03333333333333333,1.0,flagged_borderline_or_disagreement,20.0,BAD_CONT_CROSS_WINDOW,,,BAD,rule_engine,40e5b8edd5861333f3ec19468707db7c5886a966d6766db51606ba335acbf7b8,nstxuE204186A01t020/N5/egn05w.8904E+01
nstxuE204186A01t020/N5/egn05w.9215E+01,bad,nstxuE204186A01t020,5,egn05w.9215E+01,3.0355694434845506,BAD,BAD_CONT_CROSS_WINDOW,BAD,BAD,GOOD,0.15333333333333332,1.0,flagged_borderline_or_disagreement,8.037435991369156,BAD_CONT_CROSS_WINDOW,,,BAD,rule_engine,07ca743e2f3860772fe3af3e494ba830975cb427698dab82214bf877d2f7afb4,nstxuE204186A01t020/N5/egn05w.9215E+01
nstxuE204186A01t020/N5/egn05w.1004E+02,bad,nstxuE204186A01t020,5,egn05w.1004E+02,3.167935718198549,BAD,BAD_CONT_CROSS_WINDOW,BAD,BAD,GOOD,0.016666666666666666,1.0,flagged_borderline_or_disagreement,5.308043059733755,BAD_CONT_CROSS_WINDOW,,,BAD,rule_engine,78bae9b5ae15d13803b5e73d3e12531a045be973ea60c1a528ef5f79f50388c8,nstxuE204186A01t020/N5/egn05w.1004E+02
nstxuE204186A01t020/N5/egn05w.1027E+02,bad,nstxuE204186A01t020,5,egn05w.1027E+02,3.2048062019318406,BAD,BAD_CONT_CROSS_WINDOW,BAD,BAD,GOOD,0.05,1.0,flagged_borderline_or_disagreement,2.7055670105659644,BAD_CONT_CROSS_WINDOW,,,BAD,rule_engine,9b44ee3e4e5814aaad819b94797a05e7ad19b16aee8bebb4e027e4a88fdbf341,nstxuE204186A01t020/N5/egn05w.1027E+02
nstxuE204186A01t020/N5/egn05w.1113E+02,bad,nstxuE204186A01t020,5,egn05w.1113E+02,3.3361929636868948,BAD,BAD_CONT_CROSS_WINDOW,BAD,BAD,GOOD,0.10666666666666667,1.0,flagged_borderline_or_disagreement,6.9186112454525555,BAD_CONT_CROSS_WINDOW,,,BAD,rule_engine,3b4eca4f0886acad82cd724ca319d9bc9cf8104c53c25c2069b7c1a1826c0998,nstxuE204186A01t020/N5/egn05w.1113E+02
nstxuE204186A01t020/N5/egn05w.2034E+02,bad,nstxuE204186A01t020,5,egn05w.2034E+02,4.509983557160189,BAD,BAD_CONT_CROSS_WINDOW,GOOD,GOOD,GOOD,0.7966666666666666,0.9999998807907104,gold_good,1.0751958211238184,BAD_CONT_CROSS_WINDOW,,True,BAD,rule_engine,a315c986c031a27d669ca706ba827914300e397498f65cd0623eda5f4209a799,nstxuE204186A01t020/N5/egn05w.2034E+02
nstxuE204186A01t020/N6/egn06w.8422E+01,bad,nstxuE204186A01t020,6,egn06w.8422E+01,2.902094067986216,BAD,BAD_CONT_CROSS_WINDOW,BAD,BAD,GOOD,0.006666666666666667,0.9959580302238464,flagged_borderline_or_disagreement,20.0,BAD_CONT_CROSS_WINDOW,,,BAD,rule_engine,fb3456ddc05028b3ceb99ec82040a98659c90d9a694dff9fd2f795f0332ba7a5,nstxuE204186A01t020/N6/egn06w.8422E+01
nstxuE204186A01t020/N6/egn06w.9123E+01,bad,nstxuE204186A01t020,6,egn06w.9123E+01,3.0204837119972665,BAD,BAD_CONT_CROSS_WINDOW,BAD,BAD,GOOD,0.043333333333333335,0.9977145195007324,flagged_borderline_or_disagreement,6.487510637086644,BAD_CONT_CROSS_WINDOW,,,BAD,rule_engine,8306c0a2c791a119b90a793b8adc9aec6819fd59f1ea1c846c3df096a1239bb3,nstxuE204186A01t020/N6/egn06w.9123E+01
nstxuE204186A01t020/N6/egn06w.9797E+01,bad,nstxuE204186A01t020,6,egn06w.9797E+01,3.1299660377077485,BAD,BAD_CONT_CROSS_WINDOW,BAD,BAD,GOOD,0.013333333333333334,1.0,flagged_borderline_or_disagreement,12.129123931524278,BAD_CONT_CROSS_WINDOW,,,BAD,rule_engine,7466f999048977e40b880a4369ef504724a8e8413720719898f4323963ef93c4,nstxuE204186A01t020/N6/egn06w.9797E+01
nstxuE204186A01t020/N6/egn06w.1007E+02,bad,nstxuE204186A01t020,6,egn06w.1007E+02,3.1735120224671305,BAD,BAD_CONT_CROSS_WINDOW,BAD,BAD,GOOD,0.15333333333333332,1.0,flagged_borderline_or_disagreement,5.597233792981231,BAD_CONT_CROSS_WINDOW,,,BAD,rule_engine,c6c3928e58a4b70ecde5a0d72ffdffd722fe217dcda16b5cdd19476c7ed2cd04,nstxuE204186A01t020/N6/egn06w.1007E+02
nstxuE204186A01t020/N6/egn06w.1078E+02,bad,nstxuE204186A01t020,6,egn06w.1078E+02,3.2829753452620807,BAD,BAD_CONT_CROSS_WINDOW,BAD,BAD,GOOD,0.04,1.0,flagged_borderline_or_disagreement,7.903210511582195,BAD_CONT_CROSS_WINDOW,,,BAD,rule_engine,620cd944bde838a5d2d4a869494a0986e4681be6702290b9df0c416750718493,nstxuE204186A01t020/N6/egn06w.1078E+02
nstxuE204186A01t020/N6/egn06w.1181E+02,bad,nstxuE204186A01t020,6,egn06w.1181E+02,3.4368147492828522,BAD,BAD_CONT_CROSS_WINDOW,BAD,BAD,GOOD,0.016666666666666666,1.0,flagged_borderline_or_disagreement,11.156201790220104,BAD_CONT_CROSS_WINDOW,,,BAD,rule_engine,b49f45ef4bf97115e5aa11373c6068bf7dc036feb754cb77c4056370f2c1cc32,nstxuE204186A01t020/N6/egn06w.1181E+02
nstxuE204186A01t020/N6/egn06w.2102E+02,good,nstxuE204186A01t020,6,egn06w.2102E+02,4.5849870546293205,GOOD,NO_GOOD_TEMPLATE,GOOD,GOOD,BAD,0.7266666666666667,0.06341546028852463,flagged_rf_only_good,0.6279720752712751,BAD_GRID_SCALE_SPIKE,True,True,REVIEW,rule_survivor_policy,f0bae64fe36ffef231359e89434b25feb1cdb0dddc4edbfd352d0db474a2493f,nstxuE204186A01t020/N6/egn06w.2102E+02
nstxuE204186A01t020/N7/egn07w.8993E+01,bad,nstxuE204186A01t020,7,egn07w.8993E+01,2.9989105923574884,BAD,BAD_CONT_CROSS_WINDOW,BAD,BAD,GOOD,0.03333333333333333,0.9999895095825195,flagged_borderline_or_disagreement,12.731735520250187,BAD_CONT_CROSS_WINDOW,,,BAD,rule_engine,01199abc3a76f784da01fa0c273dde138c82cb04ea4d8186af59620c11cc6aca,nstxuE204186A01t020/N7/egn07w.8993E+01
nstxuE204186A01t020/N7/egn07w.9447E+01,bad,nstxuE204186A01t020,7,egn07w.9447E+01,3.0736768220511523,BAD,BAD_CONT_CROSS_WINDOW,BAD,BAD,GOOD,0.03333333333333333,1.0,flagged_borderline_or_disagreement,7.42189852125063,BAD_CONT_CROSS_WINDOW,,,BAD,rule_engine,e982f329cd7f760ba594506ce4a9861bfbcd16d5aa13b5bd42d44677b5e50fe7,nstxuE204186A01t020/N7/egn07w.9447E+01
nstxuE204186A01t020/N7/egn07w.9794E+01,bad,nstxuE204186A01t020,7,egn07w.9794E+01,3.129477466708804,BAD,BAD_CONT_CROSS_WINDOW,BAD,BAD,GOOD,0.03333333333333333,1.0,flagged_borderline_or_disagreement,8.064481675875564,BAD_CONT_CROSS_WINDOW,,,BAD,rule_engine,4242430dcb4c84a83bc64ce005a6238ed6315ce4718e6e3ff74dbb32c3097382,nstxuE204186A01t020/N7/egn07w.9794E+01
nstxuE204186A01t020/N7/egn07w.1124E+02,bad,nstxuE204186A01t020,7,egn07w.1124E+02,3.3520199471589236,BAD,BAD_CONT_CROSS_WINDOW,BAD,BAD,GOOD,0.10666666666666667,0.9999998807907104,flagged_borderline_or_disagreement,7.978669271244749,BAD_CONT_CROSS_WINDOW,,,BAD,rule_engine,bdd1c5b0cfe0c911dca11b8b843d3fdc8dc91fe6c4dcf20837185deb03a7c58d,nstxuE204186A01t020/N7/egn07w.1124E+02
nstxuE204186A01t020/N7/egn07w.1229E+02,bad,nstxuE204186A01t020,7,egn07w.1229E+02,3.50518259094846,BAD,BAD_CONT_CROSS_WINDOW,BAD,BAD,GOOD,0.12666666666666668,1.0,flagged_borderline_or_disagreement,12.31345172208193,BAD_CONT_CROSS_WINDOW,,,BAD,rule_engine,d43f2dd54666dd4b4e726d008d57372a048af63a182c526f6e45e777966d8bfd,nstxuE204186A01t020/N7/egn07w.1229E+02
nstxuE204186A01t020/N7/egn07w.1387E+02,bad,nstxuE204186A01t020,7,egn07w.1387E+02,3.72422681065091,BAD,BAD_CONT_CROSS_WINDOW,BAD,BAD,GOOD,0.21,1.0,flagged_borderline_or_disagreement,9.515689189575344,BAD_CONT_CROSS_WINDOW,,,BAD,rule_engine,e9353bc534080c0cb9ffd67ea111c018168133b55aae97b47c0985b06e83e4cd,nstxuE204186A01t020/N7/egn07w.1387E+02
nstxuE204186A01t020/N8/egn08w.9284E+01,bad,nstxuE204186A01t020,8,egn08w.9284E+01,3.047036095606291,BAD,BAD_CONT_CROSS_WINDOW,BAD,BAD,GOOD,0.01,0.9976223111152649,flagged_borderline_or_disagreement,10.802062421682388,BAD_CONT_CROSS_WINDOW,,,BAD,rule_engine,86a288cc35ecce323fe0fecea67c9e9d185bf79aa9d610d486227eaa95f314cd,nstxuE204186A01t020/N8/egn08w.9284E+01
nstxuE204186A01t020/N8/egn08w.9736E+01,bad,nstxuE204186A01t020,8,egn08w.9736E+01,3.120266563158422,BAD,BAD_CONT_CROSS_WINDOW,BAD,BAD,GOOD,0.07666666666666666,1.0,flagged_borderline_or_disagreement,8.829521136412527,BAD_CONT_CROSS_WINDOW,,,BAD,rule_engine,77bcee31fda0f9f7bf9bc5f7bee911c83e9f2cf6688bfd2777622b6983ba4bee,nstxuE204186A01t020/N8/egn08w.9736E+01
nstxuE204186A01t020/N8/egn08w.1009E+02,bad,nstxuE204186A01t020,8,egn08w.1009E+02,3.1770812212388715,BAD,BAD_CONT_CROSS_WINDOW,BAD,BAD,GOOD,0.03,1.0,flagged_borderline_or_disagreement,8.348022019857991,BAD_CONT_CROSS_WINDOW,,,BAD,rule_engine,74857673bcc3c049179a47c7e0a2b1be60ee92c9dc73666cd5771874d2c858c2,nstxuE204186A01t020/N8/egn08w.1009E+02
nstxuE204186A01t020/N8/egn08w.1032E+02,bad,nstxuE204186A01t020,8,egn08w.1032E+02,3.213115037505414,BAD,BAD_CONT_CROSS_WINDOW,BAD,BAD,GOOD,0.04666666666666667,0.9999914169311523,flagged_borderline_or_disagreement,3.888520487658904,BAD_CONT_CROSS_WINDOW,,,BAD,rule_engine,e2e7fc27512d9545e322889e72263bf957fc6f8846d9f0c8fd61fcf6573c80bd,nstxuE204186A01t020/N8/egn08w.1032E+02
nstxuE204186A01t020/N8/egn08w.1273E+02,bad,nstxuE204186A01t020,8,egn08w.1273E+02,3.567516162067362,BAD,BAD_CONT_CROSS_WINDOW,BAD,BAD,GOOD,0.11,0.9999994039535522,flagged_borderline_or_disagreement,12.332649157626468,BAD_CONT_CROSS_WINDOW,,,BAD,rule_engine,372b89f461b0cad58637014421099896c275647aca387a9f5937ba5368d47926,nstxuE204186A01t020/N8/egn08w.1273E+02
