cohort,top2_min,local_min,radial_min,eligible_modes,good_modes,bad_modes,unlabeled_modes,good_survivors,bad_survivors,unlabeled_survivors,flagged_modes,good_flagged,bad_flagged,unlabeled_flagged,good_survivors_flagged,bad_survivors_flagged,unlabeled_survivors_flagged
training,0.025,0.3,6.0,2363,575,1788,0,542,25,0,56,0,56,0,0,0,0
batch_survivors,0.025,0.3,8.0,949,0,0,949,0,0,949,1,0,0,1,0,0,1
training,0.025,0.3,8.0,2363,575,1788,0,542,25,0,50,0,50,0,0,0,0
batch_survivors,0.025,0.3,10.0,949,0,0,949,0,0,949,1,0,0,1,0,0,1
training,0.025,0.3,10.0,2363,575,1788,0,542,25,0,33,0,33,0,0,0,0
batch_survivors,0.025,0.3,12.0,949,0,0,949,0,0,949,1,0,0,1,0,0,1
training,0.025,0.3,12.0,2363,575,1788,0,542,25,0,20,0,20,0,0,0,0
batch_survivors,0.025,0.3,14.0,949,0,0,949,0,0,949,1,0,0,1,0,0,1
training,0.025,0.3,14.0,2363,575,1788,0,542,25,0,11,0,11,0,0,0,0
batch_survivors,0.025,0.3,16.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.025,0.3,16.0,2363,575,1788,0,542,25,0,4,0,4,0,0,0,0
batch_survivors,0.025,0.35,2.0,949,0,0,949,0,0,949,1,0,0,1,0,0,1
training,0.025,0.35,2.0,2363,575,1788,0,542,25,0,65,0,65,0,0,0,0
batch_survivors,0.025,0.35,4.0,949,0,0,949,0,0,949,1,0,0,1,0,0,1
training,0.025,0.35,4.0,2363,575,1788,0,542,25,0,57,0,57,0,0,0,0
batch_survivors,0.025,0.35,6.0,949,0,0,949,0,0,949,1,0,0,1,0,0,1
training,0.025,0.35,6.0,2363,575,1788,0,542,25,0,44,0,44,0,0,0,0
batch_survivors,0.025,0.35,8.0,949,0,0,949,0,0,949,1,0,0,1,0,0,1
training,0.025,0.35,8.0,2363,575,1788,0,542,25,0,41,0,41,0,0,0,0
batch_survivors,0.025,0.35,10.0,949,0,0,949,0,0,949,1,0,0,1,0,0,1
training,0.025,0.35,10.0,2363,575,1788,0,542,25,0,29,0,29,0,0,0,0
batch_survivors,0.025,0.35,12.0,949,0,0,949,0,0,949,1,0,0,1,0,0,1
training,0.025,0.35,12.0,2363,575,1788,0,542,25,0,18,0,18,0,0,0,0
batch_survivors,0.025,0.35,14.0,949,0,0,949,0,0,949,1,0,0,1,0,0,1
training,0.025,0.35,14.0,2363,575,1788,0,542,25,0,9,0,9,0,0,0,0
batch_survivors,0.025,0.35,16.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.025,0.35,16.0,2363,575,1788,0,542,25,0,4,0,4,0,0,0,0
batch_survivors,0.025,0.4,2.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.025,0.4,2.0,2363,575,1788,0,542,25,0,48,0,48,0,0,0,0
batch_survivors,0.025,0.4,4.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.025,0.4,4.0,2363,575,1788,0,542,25,0,41,0,41,0,0,0,0
batch_survivors,0.025,0.4,6.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.025,0.4,6.0,2363,575,1788,0,542,25,0,32,0,32,0,0,0,0
batch_survivors,0.025,0.4,8.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.025,0.4,8.0,2363,575,1788,0,542,25,0,29,0,29,0,0,0,0
batch_survivors,0.025,0.4,10.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.025,0.4,10.0,2363,575,1788,0,542,25,0,21,0,21,0,0,0,0
batch_survivors,0.025,0.4,12.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.025,0.4,12.0,2363,575,1788,0,542,25,0,13,0,13,0,0,0,0
batch_survivors,0.025,0.4,14.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.025,0.4,14.0,2363,575,1788,0,542,25,0,6,0,6,0,0,0,0
batch_survivors,0.025,0.4,16.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.025,0.4,16.0,2363,575,1788,0,542,25,0,3,0,3,0,0,0,0
batch_survivors,0.03,0.05,2.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.03,0.05,2.0,2363,575,1788,0,542,25,0,244,0,244,0,0,0,0
batch_survivors,0.03,0.05,4.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.03,0.05,4.0,2363,575,1788,0,542,25,0,215,0,215,0,0,0,0
batch_survivors,0.03,0.05,6.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.03,0.05,6.0,2363,575,1788,0,542,25,0,170,0,170,0,0,0,0
batch_survivors,0.03,0.05,8.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.03,0.05,8.0,2363,575,1788,0,542,25,0,131,0,131,0,0,0,0
batch_survivors,0.03,0.05,10.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.03,0.05,10.0,2363,575,1788,0,542,25,0,85,0,85,0,0,0,0
batch_survivors,0.03,0.05,12.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.03,0.05,12.0,2363,575,1788,0,542,25,0,54,0,54,0,0,0,0
batch_survivors,0.03,0.05,14.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.03,0.05,14.0,2363,575,1788,0,542,25,0,35,0,35,0,0,0,0
batch_survivors,0.03,0.05,16.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.03,0.05,16.0,2363,575,1788,0,542,25,0,19,0,19,0,0,0,0
batch_survivors,0.03,0.1,2.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.03,0.1,2.0,2363,575,1788,0,542,25,0,191,0,191,0,0,0,0
batch_survivors,0.03,0.1,4.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.03,0.1,4.0,2363,575,1788,0,542,25,0,167,0,167,0,0,0,0
batch_survivors,0.03,0.1,6.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.03,0.1,6.0,2363,575,1788,0,542,25,0,132,0,132,0,0,0,0
batch_survivors,0.03,0.1,8.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.03,0.1,8.0,2363,575,1788,0,542,25,0,103,0,103,0,0,0,0
batch_survivors,0.03,0.1,10.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.03,0.1,10.0,2363,575,1788,0,542,25,0,65,0,65,0,0,0,0
batch_survivors,0.03,0.1,12.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.03,0.1,12.0,2363,575,1788,0,542,25,0,41,0,41,0,0,0,0
batch_survivors,0.03,0.1,14.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.03,0.1,14.0,2363,575,1788,0,542,25,0,27,0,27,0,0,0,0
batch_survivors,0.03,0.1,16.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.03,0.1,16.0,2363,575,1788,0,542,25,0,13,0,13,0,0,0,0
batch_survivors,0.03,0.15,2.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.03,0.15,2.0,2363,575,1788,0,542,25,0,165,0,165,0,0,0,0
batch_survivors,0.03,0.15,4.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.03,0.15,4.0,2363,575,1788,0,542,25,0,143,0,143,0,0,0,0
batch_survivors,0.03,0.15,6.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.03,0.15,6.0,2363,575,1788,0,542,25,0,111,0,111,0,0,0,0
batch_survivors,0.03,0.15,8.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.03,0.15,8.0,2363,575,1788,0,542,25,0,89,0,89,0,0,0,0
batch_survivors,0.03,0.15,10.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.03,0.15,10.0,2363,575,1788,0,542,25,0,55,0,55,0,0,0,0
batch_survivors,0.03,0.15,12.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.03,0.15,12.0,2363,575,1788,0,542,25,0,34,0,34,0,0,0,0
batch_survivors,0.03,0.15,14.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.03,0.15,14.0,2363,575,1788,0,542,25,0,23,0,23,0,0,0,0
batch_survivors,0.03,0.15,16.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.03,0.15,16.0,2363,575,1788,0,542,25,0,12,0,12,0,0,0,0
batch_survivors,0.03,0.2,2.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.03,0.2,2.0,2363,575,1788,0,542,25,0,132,0,132,0,0,0,0
batch_survivors,0.03,0.2,4.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.03,0.2,4.0,2363,575,1788,0,542,25,0,115,0,115,0,0,0,0
batch_survivors,0.03,0.2,6.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.03,0.2,6.0,2363,575,1788,0,542,25,0,89,0,89,0,0,0,0
batch_survivors,0.03,0.2,8.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.03,0.2,8.0,2363,575,1788,0,542,25,0,74,0,74,0,0,0,0
batch_survivors,0.03,0.2,10.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.03,0.2,10.0,2363,575,1788,0,542,25,0,47,0,47,0,0,0,0
batch_survivors,0.03,0.2,12.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.03,0.2,12.0,2363,575,1788,0,542,25,0,31,0,31,0,0,0,0
batch_survivors,0.03,0.2,14.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.03,0.2,14.0,2363,575,1788,0,542,25,0,20,0,20,0,0,0,0
batch_survivors,0.03,0.2,16.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.03,0.2,16.0,2363,575,1788,0,542,25,0,11,0,11,0,0,0,0
batch_survivors,0.03,0.25,2.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.03,0.25,2.0,2363,575,1788,0,542,25,0,98,0,98,0,0,0,0
batch_survivors,0.03,0.25,4.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.03,0.25,4.0,2363,575,1788,0,542,25,0,84,0,84,0,0,0,0
batch_survivors,0.03,0.25,6.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.03,0.25,6.0,2363,575,1788,0,542,25,0,65,0,65,0,0,0,0
batch_survivors,0.03,0.25,8.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.03,0.25,8.0,2363,575,1788,0,542,25,0,56,0,56,0,0,0,0
batch_survivors,0.03,0.25,10.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.03,0.25,10.0,2363,575,1788,0,542,25,0,37,0,37,0,0,0,0
batch_survivors,0.03,0.25,12.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.03,0.25,12.0,2363,575,1788,0,542,25,0,23,0,23,0,0,0,0
batch_survivors,0.03,0.25,14.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.03,0.25,14.0,2363,575,1788,0,542,25,0,14,0,14,0,0,0,0
batch_survivors,0.03,0.25,16.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.03,0.25,16.0,2363,575,1788,0,542,25,0,6,0,6,0,0,0,0
batch_survivors,0.03,0.3,2.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.03,0.3,2.0,2363,575,1788,0,542,25,0,76,0,76,0,0,0,0
batch_survivors,0.03,0.3,4.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.03,0.3,4.0,2363,575,1788,0,542,25,0,68,0,68,0,0,0,0
batch_survivors,0.03,0.3,6.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.03,0.3,6.0,2363,575,1788,0,542,25,0,52,0,52,0,0,0,0
batch_survivors,0.03,0.3,8.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.03,0.3,8.0,2363,575,1788,0,542,25,0,46,0,46,0,0,0,0
batch_survivors,0.03,0.3,10.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.03,0.3,10.0,2363,575,1788,0,542,25,0,31,0,31,0,0,0,0
batch_survivors,0.03,0.3,12.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.03,0.3,12.0,2363,575,1788,0,542,25,0,20,0,20,0,0,0,0
batch_survivors,0.03,0.3,14.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.03,0.3,14.0,2363,575,1788,0,542,25,0,11,0,11,0,0,0,0
batch_survivors,0.03,0.3,16.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.03,0.3,16.0,2363,575,1788,0,542,25,0,4,0,4,0,0,0,0
batch_survivors,0.03,0.35,2.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.03,0.35,2.0,2363,575,1788,0,542,25,0,60,0,60,0,0,0,0
batch_survivors,0.03,0.35,4.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.03,0.35,4.0,2363,575,1788,0,542,25,0,53,0,53,0,0,0,0
batch_survivors,0.03,0.35,6.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.03,0.35,6.0,2363,575,1788,0,542,25,0,40,0,40,0,0,0,0
batch_survivors,0.03,0.35,8.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.03,0.35,8.0,2363,575,1788,0,542,25,0,37,0,37,0,0,0,0
batch_survivors,0.03,0.35,10.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.03,0.35,10.0,2363,575,1788,0,542,25,0,27,0,27,0,0,0,0
batch_survivors,0.03,0.35,12.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.03,0.35,12.0,2363,575,1788,0,542,25,0,18,0,18,0,0,0,0
batch_survivors,0.03,0.35,14.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.03,0.35,14.0,2363,575,1788,0,542,25,0,9,0,9,0,0,0,0
batch_survivors,0.03,0.35,16.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.03,0.35,16.0,2363,575,1788,0,542,25,0,4,0,4,0,0,0,0
batch_survivors,0.03,0.4,2.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.03,0.4,2.0,2363,575,1788,0,542,25,0,45,0,45,0,0,0,0
batch_survivors,0.03,0.4,4.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.03,0.4,4.0,2363,575,1788,0,542,25,0,39,0,39,0,0,0,0
batch_survivors,0.03,0.4,6.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.03,0.4,6.0,2363,575,1788,0,542,25,0,30,0,30,0,0,0,0
batch_survivors,0.03,0.4,8.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.03,0.4,8.0,2363,575,1788,0,542,25,0,27,0,27,0,0,0,0
batch_survivors,0.03,0.4,10.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.03,0.4,10.0,2363,575,1788,0,542,25,0,20,0,20,0,0,0,0
batch_survivors,0.03,0.4,12.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.03,0.4,12.0,2363,575,1788,0,542,25,0,13,0,13,0,0,0,0
batch_survivors,0.03,0.4,14.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.03,0.4,14.0,2363,575,1788,0,542,25,0,6,0,6,0,0,0,0
batch_survivors,0.03,0.4,16.0,949,0,0,949,0,0,949,0,0,0,0,0,0,0
training,0.03,0.4,16.0,2363,575,1788,0,542,25,0,3,0,3,0,0,0,0
