path,shot,mode_key,input_fingerprint,rules_decision,rules_reason,rf_cnn_decision,p_rf_good,p_cnn_good,rf_cnn_tier,overall_rule_severity,rule_margin,nearest_gate,rules_selected_final,rf_cnn_selected_final
nstxuE205055A01t022/N4/egn04w.8091E+01,nstxuE205055A01t022,nstxuE205055A01t022/N4/egn04w.8091E+01,01797f0c9da578e85962b7f665b6ad7a703d4961751f72a52f5b66643b2c6507,BAD,BAD_EDGE_SPIKE,GOOD,0.43666666666666665,1.0,flagged_cnn_rescue,4.255136561100106,-3.255136561100106,BAD_EDGE_SPIKE,,True
nstxuE205055A01t022/N6/egn06w.1619E+02,nstxuE205055A01t022,nstxuE205055A01t022/N6/egn06w.1619E+02,3376fb44e07d5714e3fd8d0f949a8319f7ba23dfd7cca948251807013914aa46,BAD,BAD_CONT_CROSS_WINDOW,GOOD,0.5933333333333334,0.9970735311508179,silver_good,3.0842713198486025,-2.0842713198486025,BAD_CONT_CROSS_WINDOW,,True
nstxuE205055A01t022/N7/egn07w.6879E+01,nstxuE205055A01t022,nstxuE205055A01t022/N7/egn07w.6879E+01,c9419b96cd42fdb2a6908710c832be3e022c81cd91c56d1933814d29ad70d855,GOOD,NO_GOOD_TEMPLATE,BAD,0.15333333333333332,1.0,flagged_borderline_or_disagreement,0.5235976586549416,0.47640234134505843,BAD_GRID_SCALE_SPIKE,True,
nstxuE205055A01t022/N10/egn10w.8919E+01,nstxuE205055A01t022,nstxuE205055A01t022/N10/egn10w.8919E+01,df3c1c9c0410974cdf6d1f4ec5a35b293353ef90c69efe74e44c0d987a04fac8,BAD,BAD_AXIS_SPIKE,GOOD,0.9166666666666666,2.324588817877865e-13,flagged_rf_only_good,1.9306214611950117,-0.9306214611950117,BAD_NEAR_AXIS_GRID_OSCILLATION,,True
nstxuE205055A01t022/N10/egn10w.1736E+02,nstxuE205055A01t022,nstxuE205055A01t022/N10/egn10w.1736E+02,c7945684b7e7ccb778953feaf77e87b5a2a5e2eb8d46acd2ef2a2bbcba6fa22a,BAD,BAD_AXIS_SPIKE,GOOD,0.69,1.2252839005640467e-19,flagged_rf_only_good,1.0005955434200404,-0.000595543420040423,BAD_AXIS_SPIKE,,True
nstxuE203656A02t030/N2/egn02w.8304E+01,nstxuE203656A02t030,nstxuE203656A02t030/N2/egn02w.8304E+01,ec338dc99ed15c4d5372e9e1a6aac8a8b4205ea31dab2628717bd988eb9fd77c,GOOD,NO_GOOD_TEMPLATE,BAD,0.36666666666666664,1.0720963480448624e-27,silver_bad,0.43878154131985436,0.5612184586801456,BAD_AXIS_SPIKE,True,
nstxuE203656A02t030/N2/egn02w.8376E+01,nstxuE203656A02t030,nstxuE203656A02t030/N2/egn02w.8376E+01,43f45cd3c4f9f68ffe333258970c78f3e1191ad5986b814a775c4ddcbfaa40cb,GOOD,NO_GOOD_TEMPLATE,BAD,0.4866666666666667,0.03914802148938179,flagged_borderline_or_disagreement,0.3752471372748663,0.6247528627251338,BAD_AXIS_SPIKE,True,
nstxuE203656A02t030/N7/egn07w.8629E+01,nstxuE203656A02t030,nstxuE203656A02t030/N7/egn07w.8629E+01,34ca4b17ddc2ffc9d5ef762472ef9d2968859df653cb24e9ae570dae0a2358f8,BAD,BAD_AXIS_SPIKE,GOOD,0.8066666666666666,2.0375700366764837e-22,flagged_rf_only_good,1.3976946895923392,-0.3976946895923392,BAD_NEAR_AXIS_GRID_OSCILLATION,,True
nstxuE203656A02t030/N8/egn08w.7553E+01,nstxuE203656A02t030,nstxuE203656A02t030/N8/egn08w.7553E+01,f3dceebc8626e53f93330bfe678925556dbb312e63d6dd7fb1f3982e188ac884,BAD,BAD_INTERIOR_UNRESOLVED_ENVELOPE,GOOD,0.44333333333333336,1.0,flagged_cnn_rescue,1.0161181338663565,-0.01611813386635652,BAD_INTERIOR_UNRESOLVED_ENVELOPE,,True
nstxuE203656A02t030/N8/egn08w.7626E+01,nstxuE203656A02t030,nstxuE203656A02t030/N8/egn08w.7626E+01,9f0038e27222c3fde489a1257abf3d3d4fd80cd73373b862309fb55953061a88,GOOD,NO_GOOD_TEMPLATE,BAD,0.44666666666666666,3.03490621522684e-10,flagged_borderline_or_disagreement,0.9795446731967083,0.02045532680329165,BAD_INTERIOR_UNRESOLVED_ENVELOPE,True,
nstxuE203656A02t030/N8/egn08w.9190E+01,nstxuE203656A02t030,nstxuE203656A02t030/N8/egn08w.9190E+01,9a480659914b5af6b56c626a5a940352522992a6465a4a62007aab2ff449a5e9,BAD,BAD_NEAR_AXIS_GRID_OSCILLATION,GOOD,0.5166666666666667,4.968421507545173e-14,flagged_rf_only_good,1.737397356141996,-0.737397356141996,BAD_NEAR_AXIS_GRID_OSCILLATION,,True
nstxuE203656A02t030/N9/egn09w.1023E+02,nstxuE203656A02t030,nstxuE203656A02t030/N9/egn09w.1023E+02,ee1924f77596d609a6d4115a235a17c0decb5bc09567e8b7f7845ee6ef7a2b61,BAD,BAD_CONT_CROSS_WINDOW,GOOD,0.4,1.0,flagged_cnn_rescue,4.618054131299856,-3.618054131299856,BAD_CONT_CROSS_WINDOW,,True
nstxuE203656A02t030/N10/egn10w.8654E+01,nstxuE203656A02t030,nstxuE203656A02t030/N10/egn10w.8654E+01,ff4dfa649e3945326fa1dc9c6c2503fcc7474d17737be9d447f5cc219dd9254d,BAD,BAD_AXIS_SPIKE,GOOD,0.5766666666666667,4.990169704476215e-18,flagged_rf_only_good,1.0266773648445824,-0.026677364844582385,BAD_AXIS_SPIKE,,True
nstxuE203656A02t030/N10/egn10w.9010E+01,nstxuE203656A02t030,nstxuE203656A02t030/N10/egn10w.9010E+01,c49b1891aa355b48ab15861b31bca2baf601cbd2c2cfd63a1287dd5f5747d3cb,BAD,BAD_GRID_SCALE_SPIKE,GOOD,0.51,0.0,flagged_rf_only_good,8.248700087828697,-7.248700087828697,BAD_NEAR_AXIS_GRID_OSCILLATION,,True
nstxuE203656A02t030/N10/egn10w.9671E+01,nstxuE203656A02t030,nstxuE203656A02t030/N10/egn10w.9671E+01,d194721d266bcab22025447927e72a2afc74719d25af20c1d11ccab7cf7720a6,GOOD,NO_GOOD_TEMPLATE,BAD,0.4166666666666667,1.1348978420434191e-27,flagged_borderline_or_disagreement,0.9552581611283376,0.04474183887166239,BAD_GRID_SCALE_SPIKE,True,
nstxuE204678M01t017/N1/egn01w.1699E+01,nstxuE204678M01t017,nstxuE204678M01t017/N1/egn01w.1699E+01,a3eb2b1d8d0e803d11fa10d8a30e202809ba4f9c345cc4792434c60f649a2ad1,GOOD,NO_GOOD_TEMPLATE,BAD,0.47333333333333333,2.869177801253097e-19,flagged_borderline_or_disagreement,0.7174427256407426,0.28255727435925737,BAD_GRID_SCALE_SPIKE,True,
nstxuE204678M01t017/N2/egn02w.1648E+01,nstxuE204678M01t017,nstxuE204678M01t017/N2/egn02w.1648E+01,1ddcfd9980ac7c1736b887bb256001c7799b5dedbf42910456bd7b903a51169c,BAD,BAD_AXIS_SPIKE,GOOD,0.9666666666666667,1.0,gold_good,1.2900972497013434,-0.29009724970134343,BAD_AXIS_SPIKE,,True
nstxuE204678M01t017/N5/egn05w.1572E+01,nstxuE204678M01t017,nstxuE204678M01t017/N5/egn05w.1572E+01,29f30a403dfcb6dcf85612994414bb8d9b00ff9315035fa1e2bc16692fdcd73e,BAD,BAD_GRID_SCALE_SPIKE,GOOD,0.5333333333333333,0.0,flagged_rf_only_good,1.280474996087514,-0.2804749960875139,BAD_GRID_SCALE_SPIKE,,True
nstxuE204678M01t017/N8/egn08w.1522E+01,nstxuE204678M01t017,nstxuE204678M01t017/N8/egn08w.1522E+01,af97dc37289570d7a51fdd76c9a0a3961eca10021b5aea6b6a7984aae634b7bf,BAD,BAD_CONT_CROSS_WINDOW,GOOD,0.5733333333333334,4.061910530150925e-11,flagged_rf_only_good,1.0006469926814916,-0.0006469926814915983,BAD_CONT_CROSS_WINDOW,,True
nstxuE204678M01t017/N9/egn09w.1827E+01,nstxuE204678M01t017,nstxuE204678M01t017/N9/egn09w.1827E+01,b74c30f39e2800e8e114a3f0611370e20e40b3a7bfacd1dc20c0a44fe1d39d0c,BAD,BAD_GRID_SCALE_SPIKE,GOOD,0.7466666666666667,3.453169066627575e-22,flagged_rf_only_good,1.0906113231863939,-0.09061132318639387,BAD_GRID_SCALE_SPIKE,,True
nstxuE204678M01t017/N9/egn09w.2438E+01,nstxuE204678M01t017,nstxuE204678M01t017/N9/egn09w.2438E+01,6a7593278b8d87061bb0775433e6d3bd9ad37780c1d9a355cdc90ff1f4005ccd,GOOD,NO_GOOD_TEMPLATE,BAD,0.44,0.8360401391983032,flagged_borderline_or_disagreement,0.8966436629153524,0.10335633708464764,BAD_GRID_SCALE_SPIKE,True,
nstxuE204678M01t017/N9/egn09w.3282E+01,nstxuE204678M01t017,nstxuE204678M01t017/N9/egn09w.3282E+01,fa5ec328a31d9772bea4febd88b29592ac2e456fb97236242cdc119fc83d7d6b,GOOD,NO_GOOD_TEMPLATE,BAD,0.19666666666666666,1.0,flagged_borderline_or_disagreement,0.5204026522719066,0.47959734772809337,BAD_GRID_SCALE_SPIKE,True,
nstxuE204678M01t017/N9/egn09w.1081E+02,nstxuE204678M01t017,nstxuE204678M01t017/N9/egn09w.1081E+02,2ed976a57c0f373ca7e1b2d15b1abe9d74ee6f22f57c2bc192275b61af0d81a4,GOOD,NO_GOOD_TEMPLATE,BAD,0.19666666666666666,0.0,gold_bad,0.8568418349751441,0.1431581650248559,BAD_GRID_SCALE_SPIKE,True,
nstxuE204678M01t017/N10/egn10w.2958E+01,nstxuE204678M01t017,nstxuE204678M01t017/N10/egn10w.2958E+01,7fbcd3169ccda33d3aabef7d245d944b9b734dd4699a2cd31955504faaad945e,GOOD,NO_GOOD_TEMPLATE,BAD,0.14333333333333334,1.766320811362077e-27,gold_bad,0.9215426108852742,0.07845738911472577,BAD_GRID_SCALE_SPIKE,True,
nstxuE204678M01t017/N10/egn10w.3398E+01,nstxuE204678M01t017,nstxuE204678M01t017/N10/egn10w.3398E+01,ac753e1a524277db945151b0488dc9496782d340c465cf59dce0c03d271dfece,GOOD,NO_GOOD_TEMPLATE,BAD,0.09666666666666666,1.0,flagged_borderline_or_disagreement,0.9184736429366979,0.08152635706330214,BAD_GRID_SCALE_SPIKE,True,
nstxuE205042A01t022/N4/egn04w.2713E+01,nstxuE205042A01t022,nstxuE205042A01t022/N4/egn04w.2713E+01,c6bc72cbbe283cfd9aaee1cc3d1ca0333b690a93ffd570d66da9072580c85d58,GOOD,NO_GOOD_TEMPLATE,BAD,0.37333333333333335,1.846006399889281e-17,silver_bad,0.41318803164375406,0.5868119683562459,BAD_INTERIOR_UNRESOLVED_ENVELOPE,True,
nstxuE205042A01t022/N5/egn05w.3125E+01,nstxuE205042A01t022,nstxuE205042A01t022/N5/egn05w.3125E+01,a4cf52e0880f55f1bfc4b4c44e73cd49abe254e1b90b289f15bbfe58f5b7d3c0,BAD,BAD_NEAR_AXIS_GRID_OSCILLATION,GOOD,0.7566666666666667,3.2429232910136108e-12,flagged_rf_only_good,1.0871406604490863,-0.0871406604490863,BAD_NEAR_AXIS_GRID_OSCILLATION,,True
nstxuE205042A01t022/N5/egn05w.3521E+01,nstxuE205042A01t022,nstxuE205042A01t022/N5/egn05w.3521E+01,f7c2e3b55e9c7238ade26cd057927b6fba424111522b6885bb415c3e344f68da,BAD,BAD_AXIS_SPIKE,GOOD,0.7833333333333333,2.315104150498153e-30,flagged_rf_only_good,1.569570365653206,-0.5695703656532061,BAD_NEAR_AXIS_GRID_OSCILLATION,,True
nstxuE205042A01t022/N6/egn06w.3067E+01,nstxuE205042A01t022,nstxuE205042A01t022/N6/egn06w.3067E+01,b7e252e65ca2ae5d7ebf8ea232091acf86ed0fddb13dbb4befb0f81799ac25be,GOOD,NO_GOOD_TEMPLATE,BAD,0.38666666666666666,1.0,flagged_borderline_or_disagreement,0.5147410977768824,0.4852589022231176,BAD_GRID_SCALE_SPIKE,True,
nstxuE205042A01t022/N7/egn07w.3424E+01,nstxuE205042A01t022,nstxuE205042A01t022/N7/egn07w.3424E+01,fc343f4b1755350f7000ed2ae5a1db656312dd1bf9fa3b313962c3fc6a6f74e4,BAD,BAD_AXIS_SPIKE,GOOD,0.6566666666666666,0.0,flagged_rf_only_good,3.761774468732493,-2.761774468732493,BAD_NEAR_AXIS_GRID_OSCILLATION,,True
nstxuE205042A01t022/N8/egn08w.3059E+01,nstxuE205042A01t022,nstxuE205042A01t022/N8/egn08w.3059E+01,4d3639ecf4ad3451b8796d431be7f9e38bf9b03fe51b689214011237efd9db36,BAD,BAD_GRID_SCALE_SPIKE,GOOD,0.5,0.0,flagged_rf_only_good,5.488292259614252,-4.488292259614252,BAD_INTERIOR_HARMONIC_INCOHERENCE,,True
nstxuE205042A01t022/N8/egn08w.3507E+01,nstxuE205042A01t022,nstxuE205042A01t022/N8/egn08w.3507E+01,b6070a6a74d4c1d31a93c0814c63b57634737cfe2feb74949a257138d77e4110,BAD,BAD_GRID_SCALE_SPIKE,GOOD,0.5133333333333333,2.34892570075574e-15,flagged_rf_only_good,1.978258866016428,-0.978258866016428,BAD_INTERIOR_HARMONIC_INCOHERENCE,,True
nstxuE205042A01t022/N8/egn08w.3631E+01,nstxuE205042A01t022,nstxuE205042A01t022/N8/egn08w.3631E+01,8854d4a206b13a5c1ac40f4f178e0f730899d2f2ae651b94712e5e862870d20a,BAD,BAD_GRID_SCALE_SPIKE,GOOD,0.6433333333333333,0.0,flagged_rf_only_good,1.1057337081762442,-0.10573370817624417,BAD_GRID_SCALE_SPIKE,,True
nstxuE205042A01t022/N10/egn10w.3470E+01,nstxuE205042A01t022,nstxuE205042A01t022/N10/egn10w.3470E+01,4ae64e472b05e560dd3952293c842428f9a8cad3870fd6928a84c133c5464a8e,GOOD,NO_GOOD_TEMPLATE,BAD,0.22666666666666666,0.2838783860206604,silver_bad,0.9482120721984947,0.05178792780150532,BAD_CONT_CROSS_WINDOW,True,
nstxuE202947A03t015/N4/egn04w.4655E+01,nstxuE202947A03t015,nstxuE202947A03t015/N4/egn04w.4655E+01,abf0d0e63e52b4f1ced24700453388995a3338783f3d2e4efb1cb8771788aa9d,BAD,BAD_CONT_CROSS_WINDOW,GOOD,0.5033333333333333,0.9998311996459961,silver_good,1.8002282871418833,-0.8002282871418833,BAD_CONT_CROSS_WINDOW,,True
nstxuE202947A03t015/N5/egn05w.2352E+01,nstxuE202947A03t015,nstxuE202947A03t015/N5/egn05w.2352E+01,33429190a687c18d115d488121ba7ee41bcbe49d5c6041b13394bad2be189568,BAD,BAD_CONT_CROSS_WINDOW,GOOD,0.6666666666666666,1.0045879434983362e-06,flagged_rf_only_good,1.2499881576168752,-0.2499881576168752,BAD_CONT_CROSS_WINDOW,,True
nstxuE202947A03t015/N6/egn06w.1062E+01,nstxuE202947A03t015,nstxuE202947A03t015/N6/egn06w.1062E+01,65632535d94ca5fb61ba1124265fbb78421814d00ef4749b0789fde679253bc3,BAD,BAD_GRID_SCALE_SPIKE,GOOD,0.56,0.0,flagged_rf_only_good,1.0382349923708039,-0.038234992370803855,BAD_GRID_SCALE_SPIKE,,True
nstxuE202947A03t015/N6/egn06w.2056E+01,nstxuE202947A03t015,nstxuE202947A03t015/N6/egn06w.2056E+01,e09123c9800bf582aa1a7fc4e323d0dd839a64b19da8aa6e20bb989e3709a0b0,GOOD,NO_GOOD_TEMPLATE,BAD,0.22,0.9999997615814209,flagged_borderline_or_disagreement,0.5524966208570271,0.4475033791429729,BAD_GRID_SCALE_SPIKE,True,
nstxuE202947A03t015/N7/egn07w.1193E+01,nstxuE202947A03t015,nstxuE202947A03t015/N7/egn07w.1193E+01,d12cea97d899a7792d0cdd2c5d33bef8c9ff607601f3a2608e2ee7aeb2955ae1,BAD,BAD_GRID_SCALE_SPIKE,GOOD,0.5433333333333333,0.0,flagged_rf_only_good,1.107439013776344,-0.1074390137763439,BAD_GRID_SCALE_SPIKE,,True
nstxuE202947A03t015/N7/egn07w.3289E+01,nstxuE202947A03t015,nstxuE202947A03t015/N7/egn07w.3289E+01,589b1f212bd6cc39806fcf089833ab9c3c0dd86a4c99d6505ff1dc159d9d0837,BAD,BAD_CONT_CROSS_WINDOW,GOOD,0.8766666666666667,2.3303974903092625e-15,flagged_rf_only_good,1.0787795776088578,-0.07877957760885779,BAD_CONT_CROSS_WINDOW,,True
nstxuE202947A03t015/N8/egn08w.1496E+01,nstxuE202947A03t015,nstxuE202947A03t015/N8/egn08w.1496E+01,47edca2deaf9fc67b180af7573add3fa8d30dc6e223b8658d4859a4e6cdbb747,BAD,BAD_GRID_SCALE_SPIKE,GOOD,0.5566666666666666,0.0,flagged_rf_only_good,3.3333333333333335,-2.3333333333333335,BAD_GRID_SCALE_PACKET,,True
nstxuE202947A03t015/N8/egn08w.3960E+01,nstxuE202947A03t015,nstxuE202947A03t015/N8/egn08w.3960E+01,48d39f90c2db867d9fb6b56c1686f1eb6e40b2abd183e83913ead9dd16933840,BAD,BAD_GRID_SCALE_SPIKE,GOOD,0.8133333333333334,0.0,flagged_rf_only_good,1.603480985574011,-0.6034809855740111,BAD_GRID_SCALE_SPIKE,,True
nstxuE202947A03t015/N9/egn09w.2108E+01,nstxuE202947A03t015,nstxuE202947A03t015/N9/egn09w.2108E+01,90caee9e2468b4077ed1211edbd8578da4fc68820c73a4d7575d2543ac409cf9,GOOD,NO_GOOD_TEMPLATE,BAD,0.19333333333333333,0.0,gold_bad,0.9525927953363806,0.04740720466361936,BAD_INTERIOR_HARMONIC_INCOHERENCE,True,
nstxuE202947A03t015/N9/egn09w.3219E+01,nstxuE202947A03t015,nstxuE202947A03t015/N9/egn09w.3219E+01,5a4420e9452f66751518774744e8282ef68f758f6719fe7d6607059274ceb607,BAD,BAD_GRID_SCALE_SPIKE,GOOD,0.76,0.0,flagged_rf_only_good,1.6151019266822022,-0.6151019266822022,BAD_GRID_SCALE_SPIKE,,True
nstxuE202947A03t015/N9/egn09w.4140E+01,nstxuE202947A03t015,nstxuE202947A03t015/N9/egn09w.4140E+01,35ed0bef788883990f80b8cab544f5ddad1c629a2f77cff35169db0fce77d814,BAD,BAD_GRID_SCALE_SPIKE,GOOD,0.81,0.0,flagged_rf_only_good,1.2572158858480476,-0.25721588584804755,BAD_GRID_SCALE_SPIKE,,True
nstxuE202947A03t015/N10/egn10w.7476E+00,nstxuE202947A03t015,nstxuE202947A03t015/N10/egn10w.7476E+00,cafbb8b5d822f8d32e443b3d98d68b091e5d466b434969839560fe413c1bb9db,BAD,BAD_GRID_SCALE_SPIKE,GOOD,0.6033333333333334,0.0,flagged_rf_only_good,1.6506265354808474,-0.6506265354808474,BAD_GRID_SCALE_SPIKE,,True
nstxuE202947A03t015/N10/egn10w.3495E+01,nstxuE202947A03t015,nstxuE202947A03t015/N10/egn10w.3495E+01,e145adfbd48b0542482a880e9104f75537c95de23fa29f8e2d5ab31888ebfa27,BAD,BAD_GRID_SCALE_SPIKE,GOOD,0.8233333333333334,2.937789744805741e-08,flagged_rf_only_good,1.166029073111764,-0.16602907311176396,BAD_GRID_SCALE_SPIKE,,True
nstxuE202947A03t015/N10/egn10w.3915E+01,nstxuE202947A03t015,nstxuE202947A03t015/N10/egn10w.3915E+01,94b206205a013e2de14cf3ba73556200a6d6036c9f6499f05e4ea82465a7c1f0,BAD,BAD_GRID_SCALE_SPIKE,GOOD,0.83,0.0,flagged_rf_only_good,1.6173101563154144,-0.6173101563154144,BAD_GRID_SCALE_SPIKE,,True
nstxuE202926A03t025/N3/egn03w.1151E+02,nstxuE202926A03t025,nstxuE202926A03t025/N3/egn03w.1151E+02,4f049b0a4a60293d7d9dcdd726c59fd0d39160497985ce8a167059b739246141,BAD,BAD_INTERIOR_UNRESOLVED_ENVELOPE,GOOD,0.71,0.9999964237213135,gold_good,1.1988726531889864,-0.1988726531889864,BAD_INTERIOR_UNRESOLVED_ENVELOPE,,True
