shot,n,usable,suitable,median_relative_width,edge_monotonicity,lower_max_count,upper_min_count,extrema_pairs,upper_outer_change_rel,inner_center_frequency,shape_rmse_to_K51_same_n,raw_mode_count,error
nstxuG142301V21,8,True,True,0.40269693527279554,0.3040622267581615,3,3,3,-0.2962220493654753,4.697548914179769,0.07943062771315365,153,
nstxuG142301V21,9,True,True,0.3941894874892068,0.25784561088222585,4,4,4,-0.2997380290721053,4.6611667390199205,0.07458524411191708,162,
nstxuG142301V21,10,True,True,0.4032968705562615,0.24409472365666895,4,4,4,-0.29827269186208993,4.686512624690032,0.07280605916001591,181,
nstxuG142301W29,6,True,True,0.3944370417438421,0.31738009838923315,2,2,2,-0.3009001896396287,4.792350475917958,0.046410217436237196,121,
nstxuG142301W29,7,True,True,0.40756485039541107,0.30355842886018947,3,3,3,-0.30196259334486597,4.790358781276664,0.04508409887881588,133,
nstxuG142301W29,8,True,True,0.3903139598308787,0.24532018700913774,4,4,4,-0.3032765987918346,4.781557147525802,0.04555289536602934,137,
nstxuG142301W29,9,True,True,0.38720390953981276,0.23559706628151073,5,4,4,-0.2997544180194921,4.798700707001176,0.046431086739343014,149,
nstxuG142301W29,10,True,True,0.39938096307532645,0.21868704676657058,4,4,4,-0.3026028543959402,4.7738610204988925,0.04725838676523242,162,
nstxuG142301Y93,6,True,False,0.1482088213005953,0.5337219259346166,2,1,1,-0.4414384218823951,4.179283388218508,0.1349910560889028,6,
nstxuG142301Y93,7,True,False,0.1459470949961944,0.5123646069622989,2,0,0,-0.4428280006550677,4.1778678609732935,0.14854730796356627,59,
nstxuG142301Y93,8,True,False,0.20281964274271863,0.4884622386310492,3,1,1,-0.443506493441706,4.184313830760069,0.14006988766051104,97,
nstxuG142301Y93,9,True,False,0.21394725814493615,0.4744843982131703,3,1,1,-0.4422249230078935,4.185705362868229,0.13001711273006622,122,
nstxuG142301Y93,10,True,False,0.16500539827057845,0.4543817202741228,4,2,2,-0.44351810606215686,4.178859514236273,0.13595803736025575,69,
