path,label,cohort,mode_key,training_label,baseline_decision,baseline_reason,input_fingerprint,status,error,r_start,r_end,n_qualifying,hf_total_fraction,hf_top2_ratio,hf_window_fraction,effective_length,fires,minimum_cut_ratio,candidate,n_firing_windows,n_scanned_windows,native_dr,actual_window_dr,nr,nhar,global_reference,top2_energy_share,top2_harmonic_indices,candidate_total_reference,gap_region,shot,baseline_config
nstxuG121123K34/N3/egn03w.5433E+02,bad,pilot,nstxuG121123K34/N3/egn03w.5433E+02,,BAD,BAD_AXIS_SPIKE,66beca14361896b2487da2042d9881fd60de18e9c822df192a92d909f1dc2030,MEASURED,,0.58,0.63,9,0.005920807943572198,0.09238194952300195,0.0792790416225857,0.04315082100340688,True,1.4383607001135625,True,102,191,0.005,0.05,201,67,top2,0.06409052822703196,"[9, 42]",True,mixed,nstxuG121123K34,tae_rules_production_v11
nstxuG121123K34/N3/egn03w.5450E+02,bad,pilot,nstxuG121123K34/N3/egn03w.5450E+02,,BAD,BAD_AXIS_SPIKE,ce1fddc895043353c2b7df7d49d8d8fbde923fe530d3fd4515f0997c81da6395,MEASURED,,0.6,0.65,9,0.0030862361705681083,0.03938957974199582,0.07373671416192121,0.04167056930573603,True,1.3890189768578678,True,107,191,0.005,0.05,201,67,top2,0.07835158919651201,"[45, 9]",True,tae_like,nstxuG121123K34,tae_rules_production_v11
nstxuG121123K34/N5/egn05w.3367E+02,bad,pilot,nstxuG121123K34/N5/egn05w.3367E+02,,BAD,BAD_CONT_CROSS_WINDOW,70cdf60f592e0da24fe5d2a0240241239375ca6147a14153234427aa5f6667cc,MEASURED,,0.93,0.98,9,0.0010004542641903666,0.006449329435677985,0.07034743090166379,0.033835831941302734,True,1.127861064710091,True,5,191,0.005,0.05,201,101,top2,0.15512531561123363,"[15, 16]",False,tae_like,nstxuG121123K34,tae_rules_production_v11
nstxuG121123K34/N7/egn07w.5148E+02,bad,pilot,nstxuG121123K34/N7/egn07w.5148E+02,,BAD,BAD_GRID_SCALE_SPIKE,c544a6f6a98827c359779108502508db557d5b6110c53f132ac6b9dd387aa258,MEASURED,,0.935,0.985,8,0.0022522331010344484,0.0067334062169778835,0.055860013392345684,0.03281763597785073,True,1.093921199261691,True,3,191,0.005,0.05,201,101,top2,0.334486443927232,"[10, 11]",False,mixed,nstxuG121123K34,tae_rules_production_v11
nstxuG121123K34/N7/egn07w.5346E+02,bad,pilot,nstxuG121123K34/N7/egn07w.5346E+02,,BAD,BAD_GRID_SCALE_SPIKE,8b86cb0e7b5e3f209d3e68e522538e65940c467409464c1ed6c40cbdca9389a4,MEASURED,,0.935,0.985,8,0.0034724187397347415,0.010115699846406525,0.05641075643155748,0.03322055738103365,True,1.1073519127011215,True,4,191,0.005,0.05,201,101,top2,0.3432702425396968,"[10, 19]",False,mixed,nstxuG121123K34,tae_rules_production_v11
nstxuG121123K34/N10/egn10w.2486E+02,bad,pilot,nstxuG121123K34/N10/egn10w.2486E+02,,BAD,BAD_CONT_CROSS_WINDOW,43d3d170d937f4530315d3aebbd51a11d58a11bce37411a0c0d25d1eca224f7d,MEASURED,,0.88,0.93,9,0.0036292523752223587,0.035175878503525285,0.09706322232571032,0.04304353454798854,True,1.4347844849329514,True,7,191,0.005,0.05,201,101,top2,0.10317446300193013,"[56, 57]",False,tae_like,nstxuG121123K34,tae_rules_production_v11
nstxuG121123N80/N6/egn06w.1538E+02,bad,pilot,nstxuG121123N80/N6/egn06w.1538E+02,,BAD,BAD_CONT_CROSS_WINDOW,018f408398500611f9d1c20f1dd8f3162ec4fdb48268366def86c15371ab4271,MEASURED,,0.91,0.96,7,0.001975555409929366,0.006279527698752654,0.07556267265620474,0.03016177758388131,True,1.005392586129377,True,1,191,0.005,0.05,201,94,top2,0.31460254730969406,"[17, 18]",False,tae_like,nstxuG121123N80,tae_rules_production_v11
nstxuG121123N80/N8/egn08w.2403E+02,bad,pilot,nstxuG121123N80/N8/egn08w.2403E+02,,BAD,BAD_GRID_SCALE_SPIKE,825b1745146ddd0e05e9589a98cad36b5ee738a7004c8c7afec0d67034b37bbc,MEASURED,,0.93,0.98,9,0.020837400198530465,0.03677712962598234,0.17986043808815017,0.03450609412213376,True,1.1502031374044588,True,5,191,0.005,0.05,201,101,top2,0.5665858214179185,"[13, 14]",True,tae_like,nstxuG121123N80,tae_rules_production_v11
nstxuG142301C50/N3/egn03w.5259E+02,bad,pilot,nstxuG142301C50/N3/egn03w.5259E+02,,BAD,BAD_AXIS_SPIKE,96a28184a238281f21659cadd22c39232371d4a2544e29b6dafbc308f86f5c5b,MEASURED,,0.9450000000000001,0.995,9,0.006268847733839789,0.009859753697641962,0.08562484146283086,0.038910416265925715,True,1.2970138755308571,True,4,191,0.005,0.05,201,58,top2,0.6358016565199832,"[3, 2]",True,tae_like,nstxuG142301C50,tae_rules_production_v11
nstxuG142301C50/N3/egn03w.6947E+02,bad,pilot,nstxuG142301C50/N3/egn03w.6947E+02,,BAD,BAD_AXIS_SPIKE,38723693cefbc2e2984519e8e16bb1dacd33f205aee881f3798c7086ddada56c,MEASURED,,0.915,0.965,8,0.008711748839667556,0.011408056506378723,0.1764035467104328,0.034522500031873474,True,1.1507500010624492,True,3,191,0.005,0.05,201,58,top2,0.7636488156239803,"[3, 4]",True,tae_like,nstxuG142301C50,tae_rules_production_v11
nstxuG142301C50/N4/egn04w.3596E+02,bad,pilot,nstxuG142301C50/N4/egn04w.3596E+02,,BAD,BAD_GRID_SCALE_SPIKE,1556fe88d5d5ab8902f1e98173f12def689c09e64d11786fcb5bf8069afae4e3,MEASURED,,0.93,0.98,9,0.005481730094559525,0.008684128661921461,0.07822369664639314,0.039276628547570386,True,1.3092209515856796,True,6,191,0.005,0.05,201,76,top2,0.631235476576487,"[4, 5]",True,tae_like,nstxuG142301C50,tae_rules_production_v11
nstxuG142301C50/N4/egn04w.4792E+02,bad,pilot,nstxuG142301C50/N4/egn04w.4792E+02,,BAD,BAD_AXIS_SPIKE,90b66c3ef11a5dda95836dc40ebe19e9f426661f09928aff782a42f4d3dd418f,MEASURED,,0.93,0.98,9,0.0043771181693288514,0.006933791084618952,0.10165943163465067,0.04013440914147872,True,1.3378136380492907,True,6,191,0.005,0.05,201,76,top2,0.6312734427546423,"[4, 10]",False,tae_like,nstxuG142301C50,tae_rules_production_v11
nstxuG142301C50/N4/egn04w.1112E+03,bad,pilot,nstxuG142301C50/N4/egn04w.1112E+03,,BAD,BAD_GRID_SCALE_SPIKE,82d3a022450b2bed7455c5fd9367c80209535076638b5fc9d3b05e08f517eb5c,MEASURED,,0.8200000000000001,0.87,8,0.005295374986846351,0.0075106815082838325,0.2165656153257353,0.03814694556918831,True,1.271564852306277,True,10,191,0.005,0.05,201,76,top2,0.7050458711377748,"[5, 3]",True,tae_like,nstxuG142301C50,tae_rules_production_v11
nstxuG142301C50/N5/egn05w.1074E+02,bad,pilot,nstxuG142301C50/N5/egn05w.1074E+02,,BAD,BAD_CONT_CROSS_WINDOW,728de8a34762e544a26fcbf6389c093cd089a2c03d66ea04b04c852de86bdfc7,MEASURED,,0.93,0.98,9,0.003635030904362493,0.013163380915682562,0.09228446072270989,0.03811732327025054,True,1.2705774423416847,True,13,191,0.005,0.05,201,94,top2,0.27614720926534897,"[9, 8]",False,tae_like,nstxuG142301C50,tae_rules_production_v11
nstxuG142301C50/N5/egn05w.1843E+02,bad,pilot,nstxuG142301C50/N5/egn05w.1843E+02,,BAD,BAD_CONT_CROSS_WINDOW,0569da36f6304287048f01a4de8a72b08874f693546bb70fe6364ef1c7b5db62,MEASURED,,0.93,0.98,9,0.0038546759073416217,0.014500449920948443,0.10161386353918601,0.03800401597623788,True,1.2668005325412626,True,10,191,0.005,0.05,201,94,top2,0.2658314692548171,"[9, 10]",False,tae_like,nstxuG142301C50,tae_rules_production_v11
nstxuG142301C50/N5/egn05w.1925E+02,bad,pilot,nstxuG142301C50/N5/egn05w.1925E+02,,BAD,BAD_CONT_CROSS_WINDOW,66acc0403fa4aea7b3c87a29db6e0ee520688ee3cb788bb3cf6f11bff3ca99ef,MEASURED,,0.935,0.985,8,0.0030847615991773008,0.01718992695529619,0.06417300773439769,0.03424437530532595,True,1.1414791768441985,True,4,191,0.005,0.05,201,94,top2,0.17945169907931985,"[10, 11]",False,tae_like,nstxuG142301C50,tae_rules_production_v11
nstxuG142301C50/N5/egn05w.2278E+02,bad,pilot,nstxuG142301C50/N5/egn05w.2278E+02,,BAD,BAD_CONT_CROSS_WINDOW,2aefec54b287b277338b832e11f4db15760f0f1598d9338f85ff85eec3582abf,MEASURED,,0.93,0.98,8,0.009333585672542829,0.021827090457112144,0.08936676608468144,0.037914500911479944,True,1.2638166970493314,True,6,191,0.005,0.05,201,94,top2,0.4276147428298934,"[6, 7]",True,tae_like,nstxuG142301C50,tae_rules_production_v11
nstxuG142301C50/N6/egn06w.1472E+02,bad,pilot,nstxuG142301C50/N6/egn06w.1472E+02,,BAD,BAD_CONT_CROSS_WINDOW,5ddb5f698cc0a02850bf1b4130f0a3551c9371c33cc7366e224077afda654a0e,MEASURED,,0.915,0.965,7,0.01896299401266962,0.08036639669056067,0.084595271583081,0.032418698635116414,True,1.0806232878372137,True,2,191,0.005,0.05,201,101,top2,0.23595675299072968,"[14, 13]",True,tae_like,nstxuG142301C50,tae_rules_production_v11
nstxuG142301C50/N6/egn06w.1594E+02,bad,pilot,nstxuG142301C50/N6/egn06w.1594E+02,,BAD,BAD_CONT_CROSS_WINDOW,f4891705a4168301a11d78161768ddbace7806d8d3f73c2c722064da7fa7efa6,MEASURED,,0.9400000000000001,0.99,9,0.007822174318724425,0.030912583725690994,0.12593354187148434,0.03189142381875853,True,1.0630474606252842,True,2,191,0.005,0.05,201,101,top2,0.2530417511566182,"[10, 11]",True,tae_like,nstxuG142301C50,tae_rules_production_v11
nstxuG142301C50/N6/egn06w.1634E+02,bad,pilot,nstxuG142301C50/N6/egn06w.1634E+02,,BAD,BAD_CONT_CROSS_WINDOW,34dcd583da04eb939865e9ee3a8f8236a93a3cd667a4378f2cb68392755f863b,MEASURED,,0.9500000000000001,1.0,9,0.003658472132412737,0.020382054451865143,0.08211852671565216,0.03356816897588882,True,1.1189389658629605,True,1,191,0.005,0.05,201,101,top2,0.17949476786320495,"[12, 13]",False,mixed,nstxuG142301C50,tae_rules_production_v11
nstxuG142301C50/N6/egn06w.2109E+02,bad,pilot,nstxuG142301C50/N6/egn06w.2109E+02,,BAD,BAD_AXIS_SPIKE,dd392c414b61caa8810194fe27314a31c559500c715b412784bc32b06ac4b3a7,MEASURED,,0.845,0.895,9,0.0009353871760634157,0.006374144126468169,0.05704551252924213,0.03171376266310203,True,1.057125422103401,True,1,191,0.005,0.05,201,101,top2,0.14674710165075944,"[8, 7]",False,mixed,nstxuG142301C50,tae_rules_production_v11
nstxuG142301C50/N6/egn06w.2183E+02,bad,pilot,nstxuG142301C50/N6/egn06w.2183E+02,,BAD,BAD_AXIS_SPIKE,103e66572493dac7f544f4bf7aa795f67199be9f73ca2da8b7d293932fda66f9,MEASURED,,0.895,0.9450000000000001,7,0.013142079351845635,0.09613334641600285,0.0746348113334413,0.032690028827877485,True,1.0896676275959163,True,3,191,0.005,0.05,201,101,top2,0.13670677077000137,"[8, 80]",True,mixed,nstxuG142301C50,tae_rules_production_v11
nstxuG142301C50/N6/egn06w.2198E+02,bad,pilot,nstxuG142301C50/N6/egn06w.2198E+02,,BAD,BAD_AXIS_SPIKE,08c7d733f83c4201f38c392297f9f37ff2167d196068f7165966129d6d571e95,MEASURED,,0.895,0.9450000000000001,7,0.009944546246870113,0.047934544089893595,0.07795779968789963,0.03215575394332894,True,1.0718584647776312,True,6,191,0.005,0.05,201,101,top2,0.20746095400888143,"[8, 7]",True,tae_like,nstxuG142301C50,tae_rules_production_v11
nstxuG142301C50/N6/egn06w.2238E+02,bad,pilot,nstxuG142301C50/N6/egn06w.2238E+02,,BAD,BAD_AXIS_SPIKE,52fac64caa67e7c2a4bcbb97655b0e102a25446579c1fd189ec6004080da132d,MEASURED,,0.935,0.985,9,0.03200403905590673,0.1303507071814288,0.11125662068685262,0.032660929382697934,True,1.0886976460899311,True,6,191,0.005,0.05,201,101,top2,0.24552255793566094,"[7, 8]",True,tae_like,nstxuG142301C50,tae_rules_production_v11
nstxuG142301C50/N6/egn06w.2315E+02,bad,pilot,nstxuG142301C50/N6/egn06w.2315E+02,,BAD,BAD_AXIS_SPIKE,a8ba00c994dc85deeb489633856240d77d432481fd94aa63b3e48541005807cf,MEASURED,,0.935,0.985,9,0.022044592725891096,0.060035360251566604,0.11060368627311834,0.0386851262412889,True,1.2895042080429633,True,12,191,0.005,0.05,201,101,top2,0.36719347786900053,"[7, 8]",True,tae_like,nstxuG142301C50,tae_rules_production_v11
nstxuG142301C50/N6/egn06w.2322E+02,bad,pilot,nstxuG142301C50/N6/egn06w.2322E+02,,BAD,BAD_AXIS_SPIKE,8f967f8cedcb486fad0f2b0cda7340f20f4c6693d22f89489f3c39e2cc95be56,MEASURED,,0.935,0.985,9,0.02393316529916341,0.0675015144375942,0.10949676147604738,0.039206770519364144,True,1.3068923506454715,True,12,191,0.005,0.05,201,101,top2,0.35455745694846375,"[8, 9]",True,tae_like,nstxuG142301C50,tae_rules_production_v11
nstxuG142301C50/N7/egn07w.7208E+02,bad,pilot,nstxuG142301C50/N7/egn07w.7208E+02,,BAD,BAD_AXIS_SPIKE,83ed47935c03b35ac439dbdd862560c5392b8ce9a94cce31833d3fe92faaebe7,MEASURED,,0.91,0.96,8,0.02291370352138459,0.05037296757251467,0.13683750365945807,0.037470303953996656,True,1.2490101317998885,True,3,191,0.005,0.05,201,101,top2,0.45488095352728714,"[7, 6]",True,mixed,nstxuG142301C50,tae_rules_production_v11
nstxuG142301C50/N7/egn07w.8303E+02,bad,pilot,nstxuG142301C50/N7/egn07w.8303E+02,,BAD,BAD_GRID_SCALE_SPIKE,14533ce4ede6db4f6e278ea971d75c51fbbdf53f46e4ecc1e763d63dafd645df,MEASURED,,0.915,0.965,8,0.007042722444136852,0.018870739878719144,0.12369736405854205,0.033843465564118456,True,1.1281155188039487,True,4,191,0.005,0.05,201,101,top2,0.373208601750642,"[9, 10]",True,tae_like,nstxuG142301C50,tae_rules_production_v11
nstxuG142301E72/N8/egn08w.9116E+01,bad,pilot,nstxuG142301E72/N8/egn08w.9116E+01,,BAD,BAD_CONT_CROSS_WINDOW,30cef7707c8f32dcc3fdea1b2aa6eb51335e43263a97e156a54309e89565d59e,MEASURED,,0.93,0.98,9,0.00709858147760734,0.062021824565840857,0.05279328398483598,0.0334055907377144,True,1.0558656796967196,True,4,191,0.005,0.05,201,101,top2,0.11445296115195157,"[33, 36]",True,tae_like,nstxuG142301E72,tae_rules_production_v11
nstxuG142301E72/N8/egn08w.9391E+01,bad,pilot,nstxuG142301E72/N8/egn08w.9391E+01,,BAD,BAD_CONT_CROSS_WINDOW,11041ccb9fbbd3ce1f69f19afeceff1d32bd0971eb8b89279ef8bf26c7ce3119,MEASURED,,0.93,0.98,9,0.007072959556378558,0.06352136265090429,0.0518096776207579,0.03295887558295444,True,1.036193552415158,True,3,191,0.005,0.05,201,101,top2,0.11134773029428813,"[34, 33]",True,tae_like,nstxuG142301E72,tae_rules_production_v11
nstxuG142301E72/N8/egn08w.9636E+01,bad,pilot,nstxuG142301E72/N8/egn08w.9636E+01,,BAD,BAD_CONT_CROSS_WINDOW,3d4c2656c8bbaa0da9f78d23f613202df65c78ca8b79d6166d1feb035de83c0d,MEASURED,,0.935,0.985,9,0.006082282281557437,0.05405330072921622,0.05310363902613429,0.030431926319089343,True,1.0143975439696449,True,2,191,0.005,0.05,201,101,top2,0.11252379039768642,"[34, 32]",True,tae_like,nstxuG142301E72,tae_rules_production_v11
nstxuG142301E72/N8/egn08w.9831E+01,bad,pilot,nstxuG142301E72/N8/egn08w.9831E+01,,BAD,BAD_CONT_CROSS_WINDOW,2fcb552e41d4274959aef562fb0841ff1d952c201e3264fb5ec75e1ce22a8e25,MEASURED,,0.935,0.985,9,0.005497049555745126,0.04298342853981134,0.05239362390436348,0.030895456774100258,True,1.0298485591366753,True,3,191,0.005,0.05,201,101,top2,0.12788764746054976,"[30, 32]",True,tae_like,nstxuG142301E72,tae_rules_production_v11
nstxuG142301E72/N8/egn08w.1447E+02,bad,pilot,nstxuG142301E72/N8/egn08w.1447E+02,,BAD,BAD_GRID_SCALE_SPIKE,32d4758b73a3c2130b83bfdba7774977d3036c3199e606482abf7d232cb1eb67,MEASURED,,0.93,0.98,9,0.002176601356745499,0.00526065131089875,0.05191514115557147,0.030400044363277007,True,1.0133348121092336,True,1,191,0.005,0.05,201,101,top2,0.4137513072261845,"[17, 18]",False,tae_like,nstxuG142301E72,tae_rules_production_v11
nstxuG142301H56/N1/egn01w.2102E+02,bad,pilot,nstxuG142301H56/N1/egn01w.2102E+02,,BAD,BAD_GRID_SCALE_SPIKE,3d89ce4e541f790ad42e6772b9292ffa8fe10c16d9aee23038471986e694215a,MEASURED,,0.255,0.305,8,0.0029145250963365688,0.013152857402768222,0.06031714837303628,0.03717124967962659,True,1.2063429674607256,True,8,191,0.005,0.05,201,24,top2,0.22158873977628327,"[3, 6]",True,tae_like,nstxuG142301H56,tae_rules_production_v11
nstxuG142301H56/N1/egn01w.2365E+02,bad,pilot,nstxuG142301H56/N1/egn01w.2365E+02,,BAD,BAD_GRID_SCALE_SPIKE,db9a185f57039cf6af6615894f8dbe4aeabf23656f024f53214bd6b7b4377bbd,MEASURED,,0.255,0.305,9,0.02475709377694284,0.10299165050503528,0.18904406188728026,0.030859682904929322,True,1.0286560968309775,True,2,191,0.005,0.05,201,24,top2,0.24037961966375576,"[12, 13]",True,tae_like,nstxuG142301H56,tae_rules_production_v11
nstxuG142301H56/N1/egn01w.2397E+02,bad,pilot,nstxuG142301H56/N1/egn01w.2397E+02,,BAD,BAD_GRID_SCALE_SPIKE,3da360b98616816d952f2e2fcf9b8c79e38cd3c51db1adff9ea8522956184438,MEASURED,,0.17500000000000002,0.225,9,0.005134830103290513,0.02204313126096865,0.08027541037829193,0.03142088231340372,True,1.0473627437801238,True,5,191,0.005,0.05,201,24,top2,0.23294467752785458,"[5, 6]",True,tae_like,nstxuG142301H56,tae_rules_production_v11
nstxuG142301H56/N1/egn01w.2461E+02,bad,pilot,nstxuG142301H56/N1/egn01w.2461E+02,,BAD,BAD_AXIS_SPIKE,8f9a878fc2f61096e8632d3bc21211ba27c917891d55fe0c68acc10a6dea52c2,MEASURED,,0.32,0.37,9,0.013032784300180317,0.06113172880199221,0.08266583618213996,0.03127545304395416,True,1.0425151014651388,True,4,191,0.005,0.05,201,24,top2,0.21319181635438378,"[13, 14]",True,tae_like,nstxuG142301H56,tae_rules_production_v11
nstxuG142301H56/N1/egn01w.2696E+02,bad,pilot,nstxuG142301H56/N1/egn01w.2696E+02,,BAD,BAD_GRID_SCALE_SPIKE,8fc35a0cb3d46a1f0c72791c14759d0c140fcf18d7ff2c68c5c8c825c0fc27ec,MEASURED,,0.25,0.3,9,0.015026752080306903,0.06600268379915913,0.1705787418416907,0.030177186921570967,True,1.0059062307190323,True,1,191,0.005,0.05,201,24,top2,0.2276688039842759,"[5, 4]",True,tae_like,nstxuG142301H56,tae_rules_production_v11
